trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
345,False,"{'a': 0.015599552515873858, 'e': 0.031199105031747717}",20,3,23.864504427616826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01544355699071512, 'e': 0.03088711398143024}",20,12,15.110733190107167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.015289121420807968, 'e': 0.030578242841615935}",25,20,8.640206948290672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.015136230206599889, 'e': 0.030272460413199778}",20,0,33.35314751079599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.01498486790453389, 'e': 0.02996973580906778}",35,11,-3.7153755146999616,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.014835019225488551, 'e': 0.029670038450977102}",25,14,19.538460461788475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.014686669033233665, 'e': 0.02937333806646733}",25,10,22.439336687561152,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.014539802342901328, 'e': 0.029079604685802656}",25,14,24.860047721513975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.014394404319472314, 'e': 0.02878880863894463}",35,6,39.03633400726041,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01425046027627759, 'e': 0.02850092055255518}",20,8,19.14447672792815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.014107955673514815, 'e': 0.02821591134702963}",20,4,26.3522213572216,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.013966876116779667, 'e': 0.027933752233559334}",25,15,16.848232051913463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.013827207355611871, 'e': 0.027654414711223742}",25,11,-13.722496829795432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.013688935282055751, 'e': 0.027377870564111503}",25,13,22.936405745659133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.013552045929235194, 'e': 0.02710409185847039}",20,7,18.576499078209732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.013416525469942842, 'e': 0.026833050939885684}",30,0,14.818546715900569,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
361,False,"{'a': 0.013282360215243413, 'e': 0.026564720430486827}",30,15,23.55400438121331,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.013149536613090979, 'e': 0.026299073226181958}",20,4,-1.2268542443793264,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.013018041246960068, 'e': 0.026036082493920136}",20,3,27.375277036678852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.012887860834490467, 'e': 0.025775721668980935}",30,17,27.052822946729485,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.012758982226145563, 'e': 0.025517964452291125}",20,6,14.012141644859073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.012631392403884107, 'e': 0.025262784807768213}",30,11,32.67374043268971,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.012505078479845267, 'e': 0.025010156959690534}",25,10,-15.909633259961732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.012380027695046814, 'e': 0.024760055390093627}",25,11,23.585165601689607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.012256227418096345, 'e': 0.02451245483619269}",20,14,11.149948829740161,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.012133665143915381, 'e': 0.024267330287830763}",25,0,35.23315054800013,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.012012328492476227, 'e': 0.024024656984952455}",30,22,16.504252444517512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.011892205207551465, 'e': 0.02378441041510293}",25,20,8.263172586405446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01177328315547595, 'e': 0.0235465663109519}",20,12,13.399526791900929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01165555032392119, 'e': 0.02331110064784238}",30,0,40.03266298108534,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.01153899482068198, 'e': 0.02307798964136396}",25,7,32.52862240312008,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.011423604872475158, 'e': 0.022847209744950317}",20,10,19.704266916551074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.011309368823750407, 'e': 0.022618737647500813}",20,11,18.07070897336645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.011196275135512903, 'e': 0.022392550271025807}",25,4,38.249465758956426,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.011084312384157774, 'e': 0.022168624768315548}",20,9,17.628739120426793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.010973469260316197, 'e': 0.021946938520632394}",20,12,14.873665952024801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.010863734567713034, 'e': 0.02172746913542607}",20,15,7.74880057658547,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.010755097222035903, 'e': 0.021510194444071807}",20,11,16.121415379052742,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.010647546249815544, 'e': 0.021295092499631088}",20,0,29.492014191484095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.01054107078731739, 'e': 0.02108214157463478}",25,16,19.111670203313086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.010435660079444214, 'e': 0.02087132015888843}",25,13,24.33234110033705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.010331303478649773, 'e': 0.020662606957299545}",20,10,18.52639039923349,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.010227990443863275, 'e': 0.02045598088772655}",20,0,37.433244630096006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.010125710539424642, 'e': 0.020251421078849283}",25,18,8.091577794957162,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.010024453434030396, 'e': 0.02004890686806079}",30,16,29.194245697474635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.009924208899690092, 'e': 0.019848417799380184}",20,15,8.96966716575825,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.00982496681069319, 'e': 0.01964993362138638}",25,8,30.451308279224936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.009726717142586258, 'e': 0.019453434285172516}",25,15,17.667590699793923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.009629449971160395, 'e': 0.01925889994232079}",20,8,24.010444856618253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.009533155471448791, 'e': 0.019066310942897582}",25,9,30.105863570426585,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.009437823916734304, 'e': 0.01887564783346861}",20,13,13.116974330170134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.009343445677566961, 'e': 0.018686891355133923}",30,21,17.02059287983945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.00925001122079129, 'e': 0.01850002244158258}",30,18,25.48033975142823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.009157511108583379, 'e': 0.018315022217166757}",20,9,19.67022170087578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.009065935997497544, 'e': 0.018131871994995087}",20,11,18.104033482307766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.008975276637522569, 'e': 0.017950553275045137}",25,13,21.744704160424863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.008885523871147343, 'e': 0.017771047742294686}",20,9,20.40742921488157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.00879666863243587, 'e': 0.01759333726487174}",30,17,26.203603103365168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.008708701946111511, 'e': 0.017417403892223023}",25,16,16.38299042733775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.008621614926650395, 'e': 0.01724322985330079}",30,19,20.32808968770699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.008535398777383891, 'e': 0.017070797554767782}",20,9,10.274402173932785,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.008450044789610053, 'e': 0.016900089579220106}",20,14,8.959888669591825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.008365544341713951, 'e': 0.016731088683427903}",20,4,29.057841157338792,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.008281888898296813, 'e': 0.016563777796593626}",25,17,16.814638377824544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.008199070009313844, 'e': 0.016398140018627688}",25,14,15.69267723306212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.008117079309220706, 'e': 0.01623415861844141}",25,20,8.70315031896195,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.008035908516128499, 'e': 0.016071817032256998}",30,7,35.255822402925546,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.007955549430967213, 'e': 0.015911098861934425}",20,7,20.716467968808928,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.007875993936657541, 'e': 0.015751987873315082}",25,13,19.84720478492207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.007797233997290966, 'e': 0.015594467994581931}",25,16,14.660367100306852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.007719261657318056, 'e': 0.015438523314636111}",20,10,19.840149447064604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.007642069040744875, 'e': 0.01528413808148975}",20,8,17.35392164557914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.007565648350337427, 'e': 0.015131296700674854}",25,2,-50.86986751046411,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
418,False,"{'a': 0.007489991866834052, 'e': 0.014979983733668104}",20,13,12.110649820632169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.007415091948165711, 'e': 0.014830183896331423}",20,9,20.690949299173216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.007340941028684054, 'e': 0.014681882057368109}",35,25,16.06361257243928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.0072675316183972135, 'e': 0.014535063236794427}",30,0,16.633445028738436,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
422,False,"{'a': 0.007194856302213242, 'e': 0.014389712604426484}",25,11,25.716963977718184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.007122907739191109, 'e': 0.014245815478382218}",20,0,25.86828435311217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.007051678661799198, 'e': 0.014103357323598397}",20,5,24.848892420051794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.006981161875181206, 'e': 0.013962323750362412}",30,12,33.147680395501304,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.0069113502564293935, 'e': 0.013822700512858787}",20,8,18.82903500139843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.0068422367538650995, 'e': 0.013684473507730199}",20,0,29.52756942227695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.006773814386326449, 'e': 0.013547628772652897}",20,6,23.125245982767865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.006706076242463184, 'e': 0.013412152484926368}",30,15,19.32461093479947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.006639015480038552, 'e': 0.013278030960077104}",25,8,15.445759226291921,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.006572625325238167, 'e': 0.013145250650476333}",20,1,23.48732046102064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.006506899071985785, 'e': 0.01301379814397157}",25,0,41.09303692983806,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.006441830081265927, 'e': 0.012883660162531854}",20,8,22.669536819145886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.0063774117804532675, 'e': 0.012754823560906535}",25,16,17.075260146771953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.006313637662648735, 'e': 0.01262727532529747}",25,7,31.628258316043876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.006250501286022248, 'e': 0.012501002572044496}",25,11,23.056582521473405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.006187996273162025, 'e': 0.01237599254632405}",30,15,28.761209928500374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.0061261163104304045, 'e': 0.012252232620860809}",35,20,-13.544423545803735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.006064855147326101, 'e': 0.012129710294652202}",20,7,20.92998955571168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.00600420659585284, 'e': 0.01200841319170568}",20,2,26.452322794759915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.005944164529894311, 'e': 0.011888329059788622}",25,11,25.51681137389281,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.005884722884595368, 'e': 0.011769445769190735}",30,19,20.68771143048808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.005825875655749414, 'e': 0.011651751311498829}",25,15,17.05352599295239,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.00576761689919192, 'e': 0.01153523379838384}",25,8,23.711148555043703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.0057099407302000004, 'e': 0.011419881460400001}",20,8,17.062316785896503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.0056528413228980005, 'e': 0.011305682645796001}",20,16,7.603571597307856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.005596312909669021, 'e': 0.011192625819338041}",20,4,26.041848181865454,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.005540349780572331, 'e': 0.011080699561144661}",30,12,33.65989618638223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.005484946282766607, 'e': 0.010969892565533214}",25,3,-5.357241554299058,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.005430096819938941, 'e': 0.010860193639877882}",25,11,26.637483984584147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.005375795851739551, 'e': 0.010751591703479103}",20,7,21.333258115805833,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.005322037893222156, 'e': 0.010644075786444312}",20,0,28.852584882069355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.005268817514289935, 'e': 0.01053763502857987}",25,8,30.953777189192067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.005216129339147035, 'e': 0.01043225867829407}",20,0,31.698077060249574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.005163968045755565, 'e': 0.01032793609151113}",20,10,18.01913654216548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.005112328365298009, 'e': 0.010224656730596018}",25,18,15.926055015072254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.0050612050816450285, 'e': 0.010122410163290057}",20,8,22.359237865382866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.005010593030828578, 'e': 0.010021186061657156}",20,11,6.203824070125287,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.004960487100520293, 'e': 0.009920974201040586}",20,11,15.43158928177641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.004910882229515089, 'e': 0.009821764459030179}",20,10,18.026065661349254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.004861773407219939, 'e': 0.009723546814439878}",20,13,12.94242750996207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.004813155673147739, 'e': 0.009626311346295479}",25,4,29.33379542983705,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.004765024116416262, 'e': 0.009530048232832523}",25,12,26.29593014513133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.0047173738752520995, 'e': 0.009434747750504199}",30,6,41.255785669745464,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.004670200136499578, 'e': 0.009340400272999157}",25,19,11.780226019505179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.0046234981351345825, 'e': 0.009246996270269165}",20,12,15.261387358728673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.004577263153783237, 'e': 0.009154526307566474}",35,22,24.424761958632377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.004531490522245404, 'e': 0.009062981044490808}",20,16,7.158664363958072,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.00448617561702295, 'e': 0.0089723512340459}",25,16,16.136988428189763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.00444131386085272, 'e': 0.00888262772170544}",35,19,24.283912354669102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.004396900722244193, 'e': 0.008793801444488386}",20,16,5.586892744704351,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.004352931715021751, 'e': 0.008705863430043502}",25,14,16.020934278539258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.004309402397871534, 'e': 0.008618804795743068}",30,16,24.992578950705603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.0042663083738928185, 'e': 0.008532616747785637}",25,8,27.570397944403876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.00422364529015389, 'e': 0.00844729058030778}",25,18,14.35291384149766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.004181408837252351, 'e': 0.008362817674504702}",20,0,31.3725100197616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.004139594748879828, 'e': 0.008279189497759656}",25,20,9.519768715998044,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.004098198801391029, 'e': 0.008196397602782058}",35,24,20.531681155145442,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.004057216813377119, 'e': 0.008114433626754238}",25,3,26.020182421948647,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.004016644645243348, 'e': 0.008033289290486696}",20,13,13.513689372182114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.003976478198790915, 'e': 0.00795295639758183}",30,17,22.723687014599225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.003936713416803005, 'e': 0.00787342683360601}",20,14,11.43939050616234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.0038973462826349748, 'e': 0.0077946925652699495}",25,14,19.150003468769366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.003858372819808625, 'e': 0.00771674563961725}",30,17,25.86934972991679,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.0038197890916105387, 'e': 0.007639578183221077}",25,13,19.875006386205534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.0037815912006944332, 'e': 0.0075631824013888665}",20,3,27.796794032844545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.0037437752886874892, 'e': 0.0074875505773749785}",25,9,24.873250438515107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.003706337535800614, 'e': 0.007412675071601228}",20,13,12.097232994751515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.003669274160442608, 'e': 0.007338548320885216}",35,27,12.611917268315649,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.0036325814188381818, 'e': 0.0072651628376763635}",25,17,17.551009303897928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.0035962556046498, 'e': 0.0071925112092996}",20,13,12.634562717192527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.003560293048603302, 'e': 0.007120586097206604}",20,2,26.874043800242895,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.003524690118117269, 'e': 0.007049380236234538}",25,7,-14.79938269025545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.0034894432169360963, 'e': 0.006978886433872193}",25,9,30.113668449324713,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.003454548784766735, 'e': 0.00690909756953347}",25,13,22.36150267406303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.003420003296919068, 'e': 0.006840006593838136}",25,16,17.820678708880852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.0033858032639498773, 'e': 0.006771606527899755}",35,22,22.672422812341733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.0033519452313103782, 'e': 0.0067038904626207565}",20,10,19.05232085141241,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.0033184257789972745, 'e': 0.006636851557994549}",30,12,14.61555965773206,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
500,False,"{'a': 0.0032852415212073017, 'e': 0.006570483042414603}",30,18,22.343456274438736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.0032523891059952287, 'e': 0.006504778211990457}",20,12,17.435159807478826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.0032198652149352763, 'e': 0.006439730429870553}",20,9,22.27016443957049,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.0031876665627859234, 'e': 0.006375333125571847}",20,6,24.174985539265812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.0031557898971580644, 'e': 0.006311579794316129}",20,9,20.554243824837616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.0031242319981864834, 'e': 0.006248463996372967}",25,8,31.30726210401887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.0030929896782046187, 'e': 0.0061859793564092375}",20,14,11.551480555756772,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.0030620597814225727, 'e': 0.006124119562845145}",20,10,4.784731185725148,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.0030314391836083468, 'e': 0.0060628783672166935}",30,17,26.013930259902068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.003001124791772263, 'e': 0.006002249583544526}",20,0,26.950348779719693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
510,False,"{'a': 0.0029711135438545404, 'e': 0.005942227087709081}",30,16,25.78276380124193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.002941402408415995, 'e': 0.00588280481683199}",20,1,22.066071319914123,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.0029119883843318354, 'e': 0.005823976768663671}",20,10,18.196956086368512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.0028828685004885168, 'e': 0.0057657370009770335}",25,17,16.32040260672002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.0028540398154836316, 'e': 0.005708079630967263}",20,9,20.73865068689248,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.002825499417328795, 'e': 0.00565099883465759}",20,10,15.855041133240864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.0027972444231555075, 'e': 0.005594488846311015}",30,6,41.53912620816129,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.002769271978923952, 'e': 0.005538543957847904}",25,10,25.776830046502145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
