trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
171,False,"{'a': 0.08965784179735527, 'e': 0.17931568359471053}",25,0,21.769264858461536,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.08876126337938171, 'e': 0.17752252675876343}",30,18,18.12390817242523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.0878736507455879, 'e': 0.1757473014911758}",20,0,11.169591417487624,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.086994914238132, 'e': 0.173989828476264}",20,14,11.683853439278877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.0861249650957507, 'e': 0.1722499301915014}",25,16,16.219389920711713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.08526371544479318, 'e': 0.17052743088958636}",20,8,13.69641028359722,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.08441107829034525, 'e': 0.1688221565806905}",20,0,13.418134787914441,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.0835669675074418, 'e': 0.1671339350148836}",20,7,-62.08035558698309,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
179,False,"{'a': 0.08273129783236738, 'e': 0.16546259566473476}",25,0,37.32987768062099,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.08190398485404371, 'e': 0.16380796970808742}",20,2,-9.169212350782335,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
181,False,"{'a': 0.08108494500550327, 'e': 0.16216989001100654}",30,7,-29.963768577467444,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.08027409555544823, 'e': 0.16054819111089647}",20,6,26.355533747736178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.07947135459989375, 'e': 0.1589427091997875}",20,0,9.12812458478471,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
184,False,"{'a': 0.07867664105389481, 'e': 0.15735328210778962}",20,8,9.203021514428126,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.07788987464335587, 'e': 0.15577974928671173}",20,12,16.150483818121913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.0771109758969223, 'e': 0.1542219517938446}",25,14,0.8886520920529055,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.07633986613795309, 'e': 0.15267973227590617}",35,3,30.53948327767067,"{0: 31, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.07557646747657355, 'e': 0.1511529349531471}",30,13,19.095093178722323,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.07482070280180782, 'e': 0.14964140560361563}",20,2,-11.751275881051475,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.07407249577378973, 'e': 0.14814499154757946}",25,4,-0.8480521575244757,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.07333177081605184, 'e': 0.14666354163210368}",20,0,14.093600088443667,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.07259845310789131, 'e': 0.14519690621578263}",20,6,18.368692478256715,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.0718724685768124, 'e': 0.1437449371536248}",20,12,-4.586054479778371,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.07115374389104429, 'e': 0.14230748778208857}",30,8,2.2898722359085157,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
195,False,"{'a': 0.07044220645213384, 'e': 0.14088441290426768}",25,0,37.00459592630771,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.0697377843876125, 'e': 0.139475568775225}",20,0,12.086843832811146,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.06904040654373637, 'e': 0.13808081308747275}",25,9,26.274274418430473,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.068350002478299, 'e': 0.136700004956598}",20,14,11.476268575328525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.06766650245351602, 'e': 0.13533300490703204}",25,12,28.21814282718497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.06698983742898086, 'e': 0.13397967485796172}",20,0,-9.708001814196656,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.06631993905469105, 'e': 0.1326398781093821}",20,0,-25.771202844365554,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
202,False,"{'a': 0.06565673966414413, 'e': 0.13131347932828827}",20,0,-54.056714206855744,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
203,False,"{'a': 0.0650001722675027, 'e': 0.1300003445350054}",35,6,38.4499203620842,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.06435017054482767, 'e': 0.12870034108965533}",20,14,1.3493809642342662,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.0637066688393794, 'e': 0.1274133376787588}",25,7,-23.14967693076676,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.06306960215098559, 'e': 0.12613920430197118}",30,9,29.41143908705762,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.06243890612947574, 'e': 0.12487781225895148}",20,0,28.63845555538274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.06181451706818098, 'e': 0.12362903413636196}",25,3,-62.28026480230337,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
209,False,"{'a': 0.06119637189749917, 'e': 0.12239274379499834}",25,14,12.989030876829064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.060584408178524174, 'e': 0.12116881635704835}",20,14,5.957543975318582,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.059978564096738934, 'e': 0.11995712819347787}",20,2,22.66586392112543,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.059378778455771546, 'e': 0.11875755691154309}",20,0,-23.800349611057108,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
213,False,"{'a': 0.05878499067121383, 'e': 0.11756998134242766}",25,14,7.902919919704899,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.05819714076450169, 'e': 0.11639428152900338}",20,5,28.294182758942164,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.05761516935685667, 'e': 0.11523033871371334}",20,0,22.547203565709474,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.0570390176632881, 'e': 0.1140780353265762}",30,3,29.73407168690315,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.05646862748665522, 'e': 0.11293725497331045}",30,8,-2.2737013403717823,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
218,False,"{'a': 0.05590394121178867, 'e': 0.11180788242357734}",20,2,1.6392241903433598,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.05534490179967078, 'e': 0.11068980359934157}",25,11,-18.126721771288725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.05479145278167408, 'e': 0.10958290556334815}",20,0,15.365378631161507,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.05424353825385733, 'e': 0.10848707650771466}",20,6,27.08718272894851,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.05370110287131876, 'e': 0.10740220574263752}",20,0,2.680257993534254,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
223,False,"{'a': 0.05316409184260557, 'e': 0.10632818368521114}",25,0,-11.561681733721436,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
224,False,"{'a': 0.052632450924179515, 'e': 0.10526490184835903}",30,2,25.698010650585246,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.05210612641493772, 'e': 0.10421225282987544}",25,4,25.045643536367574,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.051585065150788346, 'e': 0.10317013030157669}",30,12,31.266369893919677,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.05106921449928046, 'e': 0.10213842899856092}",25,3,24.988669865064814,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.050558522354287656, 'e': 0.10111704470857531}",25,12,24.457090270697687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.050052937130744775, 'e': 0.10010587426148955}",25,0,8.174955422502007,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
230,False,"{'a': 0.04955240775943733, 'e': 0.09910481551887466}",20,10,-24.785709536878436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.04905688368184295, 'e': 0.0981137673636859}",20,15,11.68858607117588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.04856631484502452, 'e': 0.09713262969004904}",30,15,-18.822315984758973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.04808065169657428, 'e': 0.09616130339314856}",25,0,39.9314768366672,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.04759984517960854, 'e': 0.09519969035921708}",25,12,-20.36615945983034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.04712384672781245, 'e': 0.0942476934556249}",20,14,-33.416535777855074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.04665260826053433, 'e': 0.09330521652106866}",25,19,11.04431253879118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.04618608217792898, 'e': 0.09237216435585796}",20,0,-80.55888556710835,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
238,False,"{'a': 0.04572422135614969, 'e': 0.09144844271229938}",20,2,20.894739169420184,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.0452669791425882, 'e': 0.0905339582851764}",25,17,1.1315327630095848,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.04481430935116231, 'e': 0.08962861870232462}",30,16,18.554678695616772,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.04436616625765069, 'e': 0.08873233251530138}",20,0,29.46042582105409,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.04392250459507418, 'e': 0.08784500919014836}",20,14,12.641596278779131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.04348327954912344, 'e': 0.08696655909824688}",20,4,-19.403521535305305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.0430484467536322, 'e': 0.0860968935072644}",25,13,21.022117708306737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.04261796228609588, 'e': 0.08523592457219176}",25,0,37.85428919273038,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.04219178266323492, 'e': 0.08438356532646984}",20,16,7.4461359427325275,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.041769864836602576, 'e': 0.08353972967320515}",30,14,29.998540023557425,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.04135216618823655, 'e': 0.0827043323764731}",20,10,18.938329425634677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.04093864452635418, 'e': 0.08187728905270836}",35,0,47.72032915358379,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.04052925808109064, 'e': 0.08105851616218128}",20,4,8.170555302898949,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.04012396550027973, 'e': 0.08024793100055946}",25,1,28.143599531314575,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.03972272584527693, 'e': 0.07944545169055386}",20,2,26.38923693588494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.039325498586824166, 'e': 0.07865099717364833}",20,13,11.504489344412624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.03893224360095592, 'e': 0.07786448720191184}",20,0,-12.509392763045277,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
255,False,"{'a': 0.03854292116494636, 'e': 0.07708584232989273}",20,1,31.121955388609194,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.0381574919532969, 'e': 0.0763149839065938}",30,15,19.972933248000416,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.03777591703376393, 'e': 0.07555183406752786}",35,13,30.42116580038132,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.03739815786342629, 'e': 0.07479631572685258}",25,7,32.94936825245192,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.03702417628479203, 'e': 0.07404835256958406}",20,13,15.28492674134859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.036653934521944105, 'e': 0.07330786904388821}",25,7,-12.070404461503795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.03628739517672466, 'e': 0.07257479035344933}",25,8,17.946006817562903,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.035924521224957415, 'e': 0.07184904244991483}",25,8,21.76600208354193,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.03556527601270784, 'e': 0.07113055202541568}",20,0,17.583732521642485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.035209623252580764, 'e': 0.07041924650516153}",20,0,-23.025357246993966,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.03485752702005496, 'e': 0.06971505404010991}",25,16,4.3677152805425665,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.034508951749854404, 'e': 0.06901790349970881}",20,12,-28.742217920302288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.03416386223235586, 'e': 0.06832772446471172}",20,0,15.789678163296317,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.0338222236100323, 'e': 0.0676444472200646}",20,0,17.415770842333064,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.03348400137393198, 'e': 0.06696800274786396}",20,3,-35.5958938933015,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
270,False,"{'a': 0.03314916136019266, 'e': 0.06629832272038531}",25,13,19.07646151554178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.032817669746590734, 'e': 0.06563533949318147}",20,5,23.06299317926094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.032489493049124823, 'e': 0.06497898609824965}",25,12,22.035585500366825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.03216459811863358, 'e': 0.06432919623726716}",20,8,-19.317466656995183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.03184295213744724, 'e': 0.06368590427489448}",25,15,16.118072034159603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.03152452261607277, 'e': 0.06304904523214554}",20,0,25.84837677006455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.03120927738991204, 'e': 0.06241855477982408}",25,17,-27.442052669257148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.03089718461601292, 'e': 0.06179436923202584}",20,0,-20.17980783404249,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
278,False,"{'a': 0.03058821276985279, 'e': 0.06117642553970558}",20,11,15.438932647522401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.030282330642154263, 'e': 0.06056466128430853}",20,10,6.270584149362724,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.02997950733573272, 'e': 0.05995901467146544}",35,22,26.93827785895316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.029679712262375393, 'e': 0.059359424524750785}",20,11,14.176190528335091,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.029382915139751636, 'e': 0.05876583027950327}",20,0,28.3774962509781,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.02908908598835412, 'e': 0.05817817197670824}",25,5,26.982150022071394,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.02879819512847058, 'e': 0.05759639025694116}",30,4,29.029191805592944,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.028510213177185873, 'e': 0.057020426354371746}",25,3,38.624933341299,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.028225111045414013, 'e': 0.05645022209082803}",20,7,12.109845087439087,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.027942859934959874, 'e': 0.05588571986991975}",20,8,20.775866462438064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.027663431335610274, 'e': 0.05532686267122055}",25,16,17.508218799716122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.02738679702225417, 'e': 0.05477359404450834}",25,12,25.05407158374123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.02711292905203163, 'e': 0.05422585810406326}",20,13,14.201629488649376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.026841799761511315, 'e': 0.05368359952302263}",35,17,-31.59835935589813,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.0265733817638962, 'e': 0.0531467635277924}",20,6,22.81468094198926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.02630764794625724, 'e': 0.05261529589251448}",20,6,22.960264460396928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.026044571466794664, 'e': 0.05208914293358933}",25,19,9.902403754988756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.02578412575212672, 'e': 0.05156825150425344}",30,20,15.650138777315801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.02552628449460545, 'e': 0.0510525689892109}",20,0,21.316502251796337,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.025271021649659397, 'e': 0.050542043299318794}",25,13,20.083562790452472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.025018311433162802, 'e': 0.050036622866325604}",35,22,28.87938274201036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.024768128318831174, 'e': 0.04953625663766235}",20,6,11.72662840361787,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.02452044703564286, 'e': 0.04904089407128572}",20,3,26.52711617572958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.024275242565286435, 'e': 0.04855048513057287}",25,7,31.53197516158014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.02403249013963357, 'e': 0.04806498027926714}",20,7,20.79220889229618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.023792165238237233, 'e': 0.047584330476474465}",20,6,20.651576980160712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.02355424358585486, 'e': 0.04710848717170972}",25,8,-13.464836675301989,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.02331870114999631, 'e': 0.04663740229999262}",20,11,17.802966804362043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.023085514138496348, 'e': 0.046171028276992696}",20,8,20.257485049223693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.022854658997111383, 'e': 0.045709317994222766}",30,21,9.481411922503124,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.02262611240714027, 'e': 0.04525222481428054}",20,3,20.77854928314295,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.02239985128306887, 'e': 0.04479970256613774}",25,18,2.5875855923291344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.022175852770238178, 'e': 0.044351705540476356}",30,18,18.740184530026834,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.021954094242535797, 'e': 0.043908188485071595}",20,0,27.301611471665904,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.021734553300110437, 'e': 0.04346910660022087}",20,12,15.872059220456258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.021517207767109334, 'e': 0.04303441553421867}",25,7,27.852428395212442,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.02130203568943824, 'e': 0.04260407137887648}",25,3,34.38163439867313,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.021089015332543856, 'e': 0.04217803066508771}",30,7,-95.59714515154657,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 3}",1
316,False,"{'a': 0.02087812517921842, 'e': 0.04175625035843684}",30,6,18.73251048838593,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.020669343927426233, 'e': 0.041338687854852466}",25,13,19.475368866656968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.020462650488151973, 'e': 0.040925300976303945}",35,23,22.88504095844209,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.02025802398327045, 'e': 0.0405160479665409}",20,2,28.82626000843115,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.020055443743437748, 'e': 0.040110887486875496}",30,11,34.641204884610914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01985488930600337, 'e': 0.03970977861200674}",20,0,13.082494087020017,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.019656340412943337, 'e': 0.039312680825886674}",35,18,29.57963437023584,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.019459777008813902, 'e': 0.038919554017627804}",20,11,16.018628220681983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01926517923872576, 'e': 0.03853035847745152}",25,15,18.30364453461516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.019072527446338507, 'e': 0.03814505489267701}",20,15,9.723596744661744,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01888180217187512, 'e': 0.03776360434375024}",25,12,9.739509723667098,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.01869298415015637, 'e': 0.03738596830031274}",20,14,7.15952836142297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.018506054308654804, 'e': 0.03701210861730961}",20,16,4.155332881301719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.018320993765568255, 'e': 0.03664198753113651}",20,8,10.03083452365448,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.018137783827912573, 'e': 0.036275567655825146}",20,0,36.12481923313634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.017956405989633446, 'e': 0.03591281197926689}",30,13,33.99476434247712,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.017776841929737112, 'e': 0.035553683859474224}",20,6,26.96967039763494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.017599073510439742, 'e': 0.035198147020879485}",25,0,10.6837136549286,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
334,False,"{'a': 0.017423082775335344, 'e': 0.03484616555067069}",20,5,23.183226448292526,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01724885194758199, 'e': 0.03449770389516398}",20,10,16.2098416443693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01707636342810617, 'e': 0.03415272685621234}",20,9,18.450147911108377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01690559979382511, 'e': 0.03381119958765022}",35,9,39.97020854430944,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01673654379588686, 'e': 0.03347308759177372}",20,0,-60.448055972757714,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
339,False,"{'a': 0.01656917835792799, 'e': 0.03313835671585598}",30,20,14.490489364239544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01640348657434871, 'e': 0.03280697314869742}",20,0,28.348704705561907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01623945170860522, 'e': 0.03247890341721044}",20,16,9.906917763294853,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01607705719151917, 'e': 0.03215411438303834}",30,15,13.616345623740363,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.015916286619603977, 'e': 0.031832573239207955}",20,11,2.22330497768339,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.015757123753407938, 'e': 0.031514247506815876}",20,8,19.63002739221529,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
